Facility PK,FacilityName,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zipcode,Latitude,Longitude,Phone,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
179359867,Apicha Community Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,400 Broadway,,Manhattan,10013,40.718695056809,-74.002463905081,(646) 572-2268,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on the 2nd floor at this clinical facility. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook communi,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,true,true,,"""https://www.apicha.org/en/home""",101,1,3100,1002334,1001960001,MN24
179360080,Exclusive Touch Beauty Bar,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1132 Nostrand Avenue,,Brooklyn,11225,40.659954499026,-73.950560011259,(646) 641-4807,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 2:00 AM,true,true,true,,,309,40,80000,3115255,3050360039,BK60
179360067,Elinick Pharmacy.,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,52 Sherman Avenue,,Manhattan,10040,40.863054250377,-73.927429363377,(212) 567-5130,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,true,true,,,112,10,28700,1064235,1021750080,MN35
179360347,Parkway Liquor,Free Safer Sex Products,Condoms and Lubricant,,Business,Liquor Store,208 East 170 Street,,Bronx,10456,40.838492741609,-73.913206268826,212-228-1195,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the front near the entrance at this liquor store. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebo,19000101000000.000000000,19000101000000.000000000,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 11:00 PM,,,12:00 PM - 9:00 PM,true,false,false,,,204,16,17902,2007982,2028310048,BX14
179359858,Alibi Lounge,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,2376 Adam Clayton Powell Jr Boulevard,,Manhattan,0,0,0,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the back at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,,,,,1,
179359881,Bar Nine,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,807 9 Avenue,,Manhattan,10019,40.765673744394,-73.987361288746,718-230-3805,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located inside to the left at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,1:00 PM - 2:00 AM,true,true,true,,,104,3,13300,1026767,1010630032,MN15
179360169,Housing Works - East New York Community Health Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Other,"2640 Pitkin Avenue,Youth and Prevention Services",,Brooklyn,11208,40.674981994017,-73.874722700691,347-949-1978,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located front desk at this location.Last Updated: 5/18/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook com,19000101000000.000000000,19000101000000.000000000,9:30 AM - 4:30 PM,9:30 AM - 4:30 PM,9:30 AM - 4:30 PM,9:30 AM - 4:30 PM,9:30 AM - 4:00 PM,8:00 AM - 1:00 PM,,true,true,true,,"""http://www.housingworks.org/locations/detail/east-new-york-community-health-center/""",305,42,119600,3393021,3042290016,BK82
179360287,ModernMD Urgent Care,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Other,"8922 Jamaica Avenue,1st floor",,,11421,40.6926205,-73.8547247,646-604-8170,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located front desk area at this location.Last Updated: 5/18/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Faceboo,19000101000000.000000000,19000101000000.000000000,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:30 AM - 6:30 PM,8:30 AM - 7:30 PM,true,false,true,,,,,,,,
179360226,La Mia Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,289 E. 170th Street,,Bronx,10456,40.837648348498,-73.91090890163,(718) 590-1753,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,204,16,22500,2007304,2027860030,BX14
179360497,UNIVERSITY MEDICAL AND DENTAL CENTER,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"1715 University Avenue,NA",,Bronx,10453,40.849488115851,-73.916864296803,7182940700,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located at the front desk at this physician. Last Updated: 6/8/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Face,19000101000000.000000000,19000101000000.000000000,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,true,false,false,,,205,14,21501,2009024,2028780217,BX36
179360017,Delancey Lounge,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,168 Delancey Street,,Manhattan,10002,40.717659397089,-73.985563112203,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the upstairs bar area at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook commun,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,true,true,,,103,1,1402,1004214,1003480075,MN28
179360487,Tristate Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Business,Other,"89-24 37 Avenue,n/a",,Queens,11372,40.750449749751,-73.877503687195,718-565-1900,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fish bowl located on the front counter, to the visitor's right at this location.Last Updated: 4/26/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://",19000101000000.000000000,19000101000000.000000000,10:30 AM - 5:30 PM,10:30 AM - 5:30 PM,10:30 AM - 5:30 PM,10:30 AM - 5:30 PM,10:30 AM - 5:30 PM,,,true,false,true,,,403,21,27700,4036316,4014770001,QN28
179360051,Dynasty'S Unisex Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1429 Fulton Street,,Brooklyn,11216,40.680109282451,-73.944318520677,(718) 789-0500,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,true,true,,,303,36,26900,3053467,3018540047,BK75
179360113,G' Crismely Salon,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,215 E. 170th Street,,Bronx,10456,40.838445958138,-73.913043700331,(347) 591-2051,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,204,14,22500,2007990,2028320028,BX14
179360099,"First Medical Center, Doo Park, MD",Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"40-44 82 Street,n/a",,Queens,11373,40.746451620652,-73.883732959957,718-429-3800,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a drawer located in the medical office drawer at this physician. Last Updated: 6/18/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/,19000101000000.000000000,19000101000000.000000000,4:00 PM - 7:00 PM,4:00 PM - 7:00 PM,4:00 PM - 7:00 PM,4:00 PM - 7:00 PM,4:00 PM - 7:00 PM,10:00 AM - 3:00 PM,,true,true,true,,"""http://www.stdclinicnyc.com""",404,25,26901,4036882,4014920028,QN29
179359900,Beyond Beauty Unisex Salon,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1459 Fulton Street,,Brooklyn,11216,40.680020646419,-73.942688965428,(718) 221-1288,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,true,true,,,303,36,26900,3053644,3018570032,BK75
179360340,Our Neighborhood Spanish Restaurant,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,444 Mother Gaston Blvd,,Brooklyn,11212,40.668199774868,-73.906489605694,(718) 927-9302,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,316,41,90600,3252323,3035260325,BK81
179360012,David Khodadadian MD,Free Safer Sex Products,Condoms and Lubricant,,Private Practice,Physician,"357A Central Avenue,N/A",,Brooklyn,11221,40.694111163811,-73.918169476868,718-497-1757,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a box located in the waiting area of the office at this physician. Last Updated: 5/2/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com,19000101000000.000000000,19000101000000.000000000,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 10:00 AM,10:00 AM - 6:00 PM,,,10:00 AM - 6:00 PM,true,true,true,,"""https://www.doximity.com/pub/david-khodadadian-md""",304,37,41700,3076284,3033330005,BK78
179360332,Ohlala Restaurant & Bakery,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,363 Utica Avenue,,Brooklyn,11213,40.665692202433,-73.931408119049,(718) 484-8811,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,true,true,,,309,41,34900,3038157,3014150006,BK61
179360179,International House,Free Safer Sex Products,Condoms and Lubricant,,Education,Student Housing,"155 Claremont Avenue,B Level North Building",,Manhattan,10027,40.813459498349,-73.961229243581,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the north building in the back near the restroom at this student housing. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.faceb,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,false,false,,,109,7,21100,1059870,1019940057,MN09
179360235,Latino Commission on AIDS,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"24 West 25 Street,9th Floor",,Manhattan,10010,40.743375576208,-73.990003579606,917-438-0698,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a ask staff located ask staff at this social service. Last Updated: 6/15/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom F,19000101000000.000000000,19000101000000.000000000,11:00 AM - 5:00 PM,11:00 AM - 5:00 PM,11:00 AM - 5:00 PM,11:00 AM - 5:00 PM,11:00 AM - 5:00 PM,,,true,true,true,,"""https://www.oasiscenter.nyc""",105,3,5800,1080686,1008260057,MN13
179360320,Nowadays,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,"56-06 Cooper Avenue,Nowadays",,Queens,11385,40.692964780311,-73.901871412637,3478395296,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located inside at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,false,true,,,405,30,55900,4091039,4037250030,QN20
179359908,Blake Pharmacy,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Other,1868 3rd Avenue,,Manhattan,10029,40.789661906064,-73.946075547757,(212) 369-1350,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,true,true,,,111,8,16600,1051923,1016310033,MN33
179360348,Parsons Medical Center,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,88-01 Parsons Boulevard,,Queens,11432,40.706595593399,-73.802129839508,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located across from the reception area at this clinical facility. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom F,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,false,false,,,412,24,44602,4208941,4097640015,QN61
179360254,Lower East Side Girls Club,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,402 East 8 Street,,Manhattan,10009,40.723795160955,-73.976318717993,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/fishbowl located in the nurses office at this community center. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Fac,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,false,,,103,2,2602,1089381,1003777503,MN28
179360511,Voces Latinas,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Social Service,"37-63c 83 Street,2nd Floor",,Queens,11372,40.749478661065,-73.883305385852,(917) 244-4805,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl, basket located at the office, in some partners stores, at this social service. Last Updated: 4/25/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=ht",19000101000000.000000000,19000101000000.000000000,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,10:00 AM - 6:00 PM,,,true,true,true,,"""http://www.voceslatinas.org""",403,21,28100,4536749,4014717501,QN28
179360405,Santiago Mini Market,Free Safer Sex Products,Condoms and Lubricant,,Business,Bodega/Deli/Mini Market,996 Amsterdam Avenue,,Manhattan,10025,40.802525393567,-73.964197505931,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/fishbowl located in the front at this bodega/deli/mini market. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Face,19000101000000.000000000,19000101000000.000000000,12:30 PM - 7:30 PM,12:30 PM - 7:30 PM,12:30 PM - 7:30 PM,12:30 PM - 7:30 PM,12:30 PM - 7:30 PM,,,true,false,false,,,107,7,19500,1056712,1018810029,MN09
179360068,Elite Barber & Beauty Salon Express,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,986 E. 163rd Street,,Bronx,10459,40.820968168491,-73.894267967668,(347) 963-1853,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,202,17,8700,2005635,2027120028,BX33
179360241,Leslie Lohman Museum,Free Safer Sex Products,Condoms and Lubricant,,Business,Museum,26 Wooster Street,,Manhattan,10013,40.7216978142,-74.003203582242,718-610-2870,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located at the front desk at this museum. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,true,false,false,,,102,1,4700,1077455,1002290020,MN24
179359869,Apollo Barber Shop,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Other,861 Freeman Street,,Bronx,10459,40.830578277126,-73.895101825527,(718) 842-2184,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,true,true,,,203,16,15300,2010442,2029720060,BX75
179360341,Oxigeno,Free Safer Sex Products,Condoms and Lubricant,,Business,Other,40-14 83 Street,,Queens,11373,40.747589932543,-73.882980283603,212-924-8315,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,9:30 AM - 10:00 PM,true,false,true,,,404,21,26901,4036896,4014930013,QN29
179359856,Alejandro's Tapas Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,38-01 69 Street,,Queens,11377,40.746894708033,-73.896425072745,212-505-3733,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on the right side of the entrance at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebo,19000101000000.000000000,19000101000000.000000000,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 2:00 AM,12:00 PM - 4:00 AM,12:00 PM - 4:00 AM,12:00 PM - 2:00 AM,true,false,false,,,402,26,26300,4029698,4012820008,QN63
179359932,Broadway Lumber Supplies,Free Safer Sex Products,Condoms and Lubricant,,Business,Retail Store,"965 Broadway,N/A",,Brooklyn,11221,40.696644177263,-73.934629015178,718-919-1021,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a bowl located by all entrances at this retail store. Last Updated: 5/3/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Fa,19000101000000.000000000,19000101000000.000000000,7:30 AM - 6:30 PM,7:30 AM - 6:30 PM,7:30 AM - 6:30 PM,7:30 AM - 6:30 PM,7:30 AM - 6:30 PM,9:00 AM - 6:00 PM,10:00 AM - 4:00 PM,true,true,true,,"""https://broadwaylumber.com/""",304,34,39300,3072650,3031930023,BK78
179360290,Mona's,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,224 Avenue B,,Manhattan,10009,40.729062760323,-73.978304867787,347-862-6054,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on display on shelves at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community,19000101000000.000000000,19000101000000.000000000,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,true,false,true,,,103,2,3400,1005248,1004070032,MN22
179360306,New Alternatives,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Youth Center,410 West 40 Street,,Manhattan,10018,40.75732473077,-73.994029763482,,This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the front at this youth center. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .,19000101000000.000000000,19000101000000.000000000,,,,,,,,true,false,false,,,104,3,11500,1013005,1007370043,MN15
